cust_id,full_name,email,phone,region,state,segment,join_date,status,is_active,customer_age
CUST-358,Tim Wilson,parkerjudith@example.net,(754) 384 - 0460,Central,IL,B2B,2020-11-25,Active,True,58
CUST-558,David Montgomery,kimberlywilson@example.org,7995946521,West,TN,B2C,12-May-2022,Active,YES,999
CUST-586,James Baker,hgarrett@example.net,(513) 122 - 0681,East,PA,B2C,2025-11-27,Active,True,60
CUST-722,John Alvarez,noahthornton@example.com,(513) 100 - 9431,Central,TX,B2C,01-Nov-2021,Churned,0,22
CUST-965,Mrs. Julia Greene,sloandennis@example.org,9722660256,South,OH,B2C,2026-01-16,Active,True,36
CUST-881,Tammy Black,ustafford@example.net,+14716073607,West,OH,B2B,08/16/2025,Inactive,NO,18
CUST-219,Bianca Wood,,,East,,,2023-05-08,Inactive,False,56
CUST-360,Cameron Norman,jessica10@example.com,498-324 - 8262,Central,TN,B2B,08/13/2022,Active,YES,67
C754,Anita Serrano,,,North,,,08/30/2024,Churned,False,27
CUST-548,Christopher Johnson,dianacantrell@example.org,+12894870605,West,MA,Guest,05/09/2026,Active,True,54
CUST-248,Rachel Bradley,gregorychase@example.com,(373) 816 - 8460,South,NY,Guest,12-Jul-2020,Active,YES,48
CUST-768,John Mack,simmonsphillip@example.net,+14322903102,Central,MA,B2C,2020-10-14,Active,True,37
CUST-903,Jared Sandoval,,,West,,,20-Jun-2024,Active,YES,65
CUST-307,Andrea Abbott,ichambers@example.net,405-302 - 1465,West,OH,B2C,21-Nov-2022,Active,True,35
CUST-107,Juan Reyes,michellehill@example.com,3798089324,West,CA,B2C,06/05/2024,Active,YES,63
CUST-988,Andrew Anderson,ppalmer@example.com,931-072 - 0113,West,MA,Guest,2022-06-24,Inactive,0,62
CUST-056,Diane Beck,clarence34@example.org,(794) 013 - 9904,Central,CA,B2C,2021-11-08,Active,1,70
CUST-121,James Webb,patrickhoward@example.com,+16384249818,South,MI,Guest,12/24/2022,Active,True,27
CUST-801,Terry Newman,,(804) 387 - 8753,East,GA,B2C,2023-12-17,Active,YES,53
CUST-026,Maria Brown,lauren13@example.org,+15421607337,East,IL,B2C,2026-02-20,Churned,0,45
C73,Tracey Higgins,tamirodriguez@example.org,885-160 - 4817,East,WA,B2C,11/02/2021,Active,YES,38
CUST-210,Patricia Morrow,,,South,,,06/25/2024,Active,True,50
CUST-045,Tim Patton,vpham@example.org,+15799650752,West,FL,B2C,2020-08-15,Active,YES,30
CUST-315,Jeffrey Horton,carlos01@example.org,9500369155,Central,MA,B2C,05/17/2023,Active,YES,42
CUST-867,Nicholas Green,,,East,,,04/01/2024,Active,1,24
CUST-654,Stephanie Ford,gdavis@example.org,6434481230,Central,FL,B2C,15-Nov-2020,Active,YES,39
CUST-329,Joshua Ritter,,,West,,,2021-05-19,Active,1,27
CUST-926,Jessica Carrillo,millerleroy@example.org,3815352373,West,CA,B2C,2023-06-27,Churned,False,24
CUST-352,David Little,,,South,PA,,08/14/2024,Inactive,NO,69
CUST-957,Jordan Gordon,adamslucas@example.net,+13021312512,Central,CO,B2B,24-May-2025,Active,1,20
CUST-636,Kari Harper,,,South,TX,,04-Apr-2021,Active,True,22
CUST-715,Linda Torres,,,West,,,2020-09-16,Active,True,45
C371,David Bruce,,,South,,,03/15/2021,Active,True,53
CUST-686,Christine Bell,joseph49@example.org,(805) 673 - 0306,East,IL,B2C,03-Mar-2025,Active,True,33
CUST-811,Calvin Anderson,colemankathryn@example.org,+17819324268,West,GA,B2C,06-Apr-2026,Active,True,37
C539,Kelly Brooks,gwendolynstewart@example.com,689-138 - 2496,West,TX,B2C,04/29/2025,Active,YES,53
CUST-615,Tammy King,zwest@example.org,929-420 - 9548,North,IL,Guest,2023-08-08,Inactive,False,30
CUST-465,Mercedes Davis,timothyalvarado@example.net,301-702 - 6952,East,MI,B2C,10/28/2024,Inactive,False,51
CUST-999,Elizabeth Allen,,,East,,,16-Apr-2023,Inactive,0,52
CUST-363,April Trevino,sanchezthomas@example.com,9223306046,South,AZ,B2C,2022-05-09,Active,1,62
CUST-544,Michelle Martin,,,West,,,19-Aug-2025,Inactive,NO,39
CUST-618,Steve Wright,,,West,,,08/03/2021,Active,True,62
CUST-061,Terry Griffin,juliawells@example.com,(474) 846 - 7737,Central,NY,B2C,14-Sep-2024,Churned,NO,68
CUST-842,Lori Rubio,vargasjoshua@example.net,(505) 319 - 4979,West,WA,B2C,10/31/2023,Active,True,66
CUST-0025,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,uowens@example.org,(531) 586 - 9232,South,TN,B2C,2022-01-11,Active,1,27
CUST-093,Julie Johnson,jasmine71@example.net,(555) 231 - 2432,Central,NY,B2C,29-Mar-2024,Inactive,0,33
CUST-635,Brian Carter,yhall@example.net,8827788160,Central,FL,Guest,01/09/2026,Inactive,False,64
CUST-382,Nathaniel Crawford,lvega@example.com,(378) 078 - 2357,Central,IL,B2C,04/16/2025,Active,True,46
C507,Sarah Phillips,kennetheaton@example.net,419-416 - 8006,North,CA,B2B,09/26/2023,Active,YES,24
C694,Rebecca Nguyen,sparksamanda@example.com,(989) 046 - 3378,West,TX,B2B,11-Nov-2023,Active,YES,45
CUST-875,Judith Smith,monicamccann@example.com,+12216667080,Central,PA,B2B,2025-05-15,Active,True,31
CUST-854,Sandra Herring,tyler13@example.net,(456) 523 - 7341,East,WA,B2C,08-Jun-2021,Active,YES,54
CUST-973,Krystal Jones,julieanderson@example.net,775-983 - 3991,East,AZ,B2B,2026-02-16,Churned,0,20
CUST-632,Christy Payne,ana92@example.net,4408222694,North,TN,B2C,2022-03-10,Churned,False,33
CUST-245,Tonya Howe,smithashley@example.org,(944) 666 - 0993,East,AZ,B2C,29-Dec-2021,Inactive,NO,39
CUST-347,Megan Jones,,,South,,,07/17/2021,Inactive,NO,45
CUST-353,Scott Carroll,amy27@example.org,+17979270335,South,CO,B2C,02/07/2023,Active,True,43
CUST-276,Dennis Hunt,,,South,,,2025-12-05,Active,1,22
CUST-266,Nicole Parsons,williamroberts@example.net,+15758997571,North,CO,B2C,05/28/2022,Active,1,28
CUST-308,Matthew Espinoza,,,West,,,12/26/2022,Active,1,68
CUST-919,Shelly Munoz,mccarthysara@example.com,(791) 191 - 8623,South,MI,B2C,11-Sep-2021,Churned,False,999
CUST-529,Brandy Hunt,,,North,TX,B2C,15-Apr-2025,Active,YES,20
CUST-515,Sherry Ford,kim78@example.org,8743380054,East,WA,B2B,03/11/2026,Inactive,0,23
CUST-111,John Mcintyre,qhughes@example.net,2345054156,West,AZ,B2C,2020-10-12,Churned,False,41
C737,James Norris,imartinez@example.com,+18260787010,East,MA,Guest,01/02/2025,Active,YES,35
CUST-579,Cameron Rose,,,West,,,2022-10-29,Inactive,False,49
CUST-535,Autumn Olson,,,North,MA,B2C,12/06/2024,Active,1,24
CUST-696,Rachel Graham,amy32@example.net,800-025 - 8955,South,MI,Guest,04/25/2026,Active,YES,28
CUST-534,Chase Davis,mvalenzuela@example.org,(578) 018 - 2043,South,MA,B2C,26-Mar-2026,Churned,NO,52
CUST-449,Leah Jackson,jennifer06@example.net,6627301471,Central,AZ,B2C,03/17/2022,Active,True,41
CUST-295,Kevin James,,,Central,AZ,B2C,2024-01-31,Inactive,NO,25
CUST-300,Eric Snyder,,,East,,,07-Nov-2021,Active,YES,52
CUST-825,Micheal Perkins,katelyn65@example.com,4079799667,South,IL,B2C,27-Aug-2024,Active,1,56
CUST-759,Andrea Young,uwatkins@example.com,+18711148375,South,GA,B2C,07/15/2024,Churned,False,51
CUST-996,Jeremiah Welch,bradley03@example.org,8395613723,North,TN,B2C,22-May-2021,Active,1,28
CUST-750,David Perkins,craigboone@example.net,5978559821,West,OH,B2C,02/12/2025,Churned,NO,32
CUST-665,Candace Mitchell DDS,tammycurry@example.com,+13475410225,South,OH,B2C,2023-12-16,Inactive,0,38
CUST-571,Christina Johnston,,,East,,,2026-03-11,Inactive,0,74
CUST-291,Daniel Thomas,thickman@example.org,+19881658039,South,CO,B2C,02/01/2023,Active,True,25
CUST-775,Christopher Hansen,castrokim@example.org,839-283 - 6929,East,CO,B2C,2020-10-03,Active,YES,24
CUST-138,Scott Thomas,amberlindsey@example.org,5454019380,South,OH,Guest,2025-06-24,Active,1,45
CUST-410,Jaclyn Griffin,scott43@example.com,+14140665044,South,GA,B2B,2023-07-26,Churned,NO,48
CUST-421,Melinda Compton,dennismccann@example.com,2021946723,South,WA,B2C,08/04/2024,Active,True,68
CUST-742,Joseph Flowers,,,West,,,2025-11-18,Active,True,75
CUST-797,Tyler Avila,smithdanielle@example.com,+12447314976,East,OH,B2B,2023-04-07,Churned,0,38
CUST-287,Sarah Valdez,davisnicholas@example.net,691-357 - 7594,Central,NY,B2C,12/17/2022,Active,1,68
CUST-592,Corey Skinner,hclayton@example.net,(840) 355 - 3380,South,CO,B2C,11-Jan-2025,Inactive,0,40
CUST-848,Ronald Brown,meghanadams@example.com,608-572 - 1696,West,OH,B2B,2023-11-25,Active,True,45
CUST-030,Rachel Mitchell,smoore@example.org,+16656482366,South,MI,B2C,31-Aug-2022,Active,True,60
CUST-261,Michael Stanley,,2277167014,East,CA,B2C,2023-08-15,Inactive,0,28
CUST-079,David Michael,nicole37@example.net,(428) 421 - 0205,South,MI,B2C,2022-09-10,Active,YES,18
CUST-216,Pamela Butler,jimenezcourtney@example.com,+19209993476,Central,GA,B2B,2022-08-30,Active,1,68
C789,Rebecca Chandler,hmorgan@example.net,+19413146753,West,TX,B2B,16-Apr-2025,Churned,NO,51
CUST-166,Sonia Day,michelle52@example.com,2477358662,Central,WA,B2C,2024-03-24,Inactive,False,56
CUST-249,Angie Caldwell,tinawoods@example.org,7217525007,East,FL,B2C,01/18/2024,Active,1,19
CUST-786,David Lopez,wadetiffany@example.org,203-296 - 3347,South,GA,B2C,18-Apr-2025,Inactive,False,57
CUST-779,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,rodriguezjoshua@example.net,9229812099,East,WA,B2C,2024-04-21,Active,1,61
CUST-963,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,christopher12@example.net,9015959194,East,GA,B2C,10/21/2022,Inactive,False,60
CUST-335,Sharon Martinez DVM,dustinmorris@example.org,332-719 - 5005,South,AZ,B2C,2020-11-30,Active,True,52
CUST-598,Jonathan Parks,sarah00@example.com,+19491601692,South,CO,B2C,2021-03-04,Active,True,36
CUST-927,Peter Keller,rachelbrown@example.net,3815899886,Central,WA,B2B,07-Feb-2024,Active,YES,23
CUST-066,Tiffany Barnes,tracynelson@example.com,2913431611,West,NY,B2C,23-Sep-2023,Churned,0,26
CUST-366,John Campbell,mark87@example.org,(676) 447 - 2649,North,AZ,B2C,10/27/2023,Active,1,32
CUST-978,Wanda Perez,prosario@example.org,431-555 - 1651,West,OH,B2C,04/10/2025,Active,True,41
